daily_date,share_code,year_high_gh,year_low_gh,previous_closing_price_vwap_gh,opening_price_gh,last_transaction_price_gh,closing_price_vwap_gh,price_change_gh,closing_bid_price_gh,closing_offer_price_gh,total_shares_traded,total_value_traded_gh
2023-06-05,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-06-02,ACCESS,4.01,4,4,4,4,4,0,0,3.85,1,3.9899999999999998
2023-06-02,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-06-02,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-06-02,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,67,6.7
2023-06-02,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,8.87,0,0,0
2023-06-02,BOPP,14.11,7.65,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2023-06-02,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.5,0,250,462.5
2023-06-02,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2023-06-02,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,140,14
2023-06-02,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2023-06-02,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.39,151,58.89
2023-06-02,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,250,462.5
2023-06-02,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.43,72,174.96
2023-06-02,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,105
2023-06-02,FML,3,1,1.3,1.3,1.3,1.3,0,1.31,0,0,0
2023-06-02,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,3.15,0,250,462.5
2023-06-02,GGBL,2.05,1.37,1.65,1.65,1.76,1.76,0,0,0,250,462.5
2023-06-02,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,250,462.5
2023-06-02,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-06-02,MTNGH,1.3,0.82,1.09,1.09,1.09,1.09,0,1.09,1.19,250,462.5
2023-06-02,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,150,3
2023-06-02,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,10,5.2
2023-06-02,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,250,462.5
2023-06-02,SIC,0.31,0.24,0.24,0.24,0.24,0.24,0,0,0.23,250,316.94
2023-06-02,SOGEGH,1,0.59,0.59,0.59,0.59,0.59,0,0.59,0.6,0,0
2023-06-02,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-06-02,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-06-02,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2023-06-02,UNIL,6.24,2.06,6.08,6.08,6.24,6.24,0,6.3,0,250,462.5
2023-06-02,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-06-02,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-06-02,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,0,0,0
2023-06-02,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-06-02,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-06-02,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-06-02,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0
2023-06-02,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2023-06-02,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-06-01,ACCESS,4.01,4,4,4,4,4,0,0,3.85,0,0
2023-06-01,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-06-01,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-06-01,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-06-01,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-06-01,BOPP,14.11,7.65,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2023-06-01,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0
2023-06-01,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2023-06-01,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,102,10.2
2023-06-01,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-06-01,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.37,4,1.48
2023-06-01,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,21,113.4
2023-06-01,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.43,1,2.4299999999999997
2023-06-01,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,462.5
2023-06-01,FML,3,1,1.3,1.3,1.3,1.3,0,1.3,0,0,0
2023-06-01,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,250,462.5
2023-06-01,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,0,1.65,30,49.5
2023-06-01,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,201,331.65000000000003
2023-06-01,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-06-01,MTNGH,1.3,0.82,1.09,1.09,1.09,1.09,0,1.1,0,250,462.5
2023-06-01,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,50,1
2023-06-01,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,2,1.04
2023-06-01,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,0,0
2023-06-01,SIC,0.31,0.24,0.24,0.24,0.24,0.24,0,0,0.24,250,104.42
2023-06-01,SOGEGH,1,0.59,0.6,0.6,0.59,0.59,0,0,0.6,250,462.5
2023-06-01,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-06-01,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-06-01,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,0,0
2023-06-01,UNIL,6.08,2.06,6.08,6.08,6.08,6.08,0,0,3.85,0,0
2023-06-01,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-06-01,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-06-01,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2023-06-01,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-06-01,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-06-01,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-06-01,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0.04,0,0
2023-06-01,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2023-06-01,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-31,ACCESS,4.01,4,4,4,4,4,0,0,3.85,0,0
2023-05-31,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-31,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-31,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-31,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-31,BOPP,14.11,7.65,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,250,462.5
2023-05-31,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.5,0,229,114.5
2023-05-31,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2023-05-31,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2023-05-31,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-05-31,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.37,0,0
2023-05-31,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,140,462.5
2023-05-31,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.43,0,0
2023-05-31,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,198.75
2023-05-31,FML,3,1,1.3,1.3,1.3,1.3,0,1.3,0,0,0
2023-05-31,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,250,462.5
2023-05-31,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,0,1.65,100,165
2023-05-31,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,250,462.5
2023-05-31,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-05-31,MTNGH,1.3,0.82,1.09,1.09,1.09,1.09,0,1.09,1.19,230,250.7
2023-05-31,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,100,2
2023-05-31,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,0,0
2023-05-31,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,36,450
2023-05-31,SIC,0.31,0.24,0.24,0.24,0.24,0.24,0,0,0.23,250,179.52
2023-05-31,SOGEGH,1,0.6,0.6,0.6,0.6,0.6,0,0.54,0.6,250,462.5
2023-05-31,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-05-31,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-05-31,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2023-05-31,UNIL,6.08,2.06,6.08,6.08,6.08,6.08,0,0,3.85,0,0
2023-05-31,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-05-31,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-05-31,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,0,0,0
2023-05-31,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-05-31,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-05-31,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-31,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0.04,0,0
2023-05-31,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2023-05-31,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-30,ACCESS,4.01,4,4,4,4,4,0,0,3.85,12,47.879999999999995
2023-05-30,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-30,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-30,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-30,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-30,BOPP,14.11,7.65,13,13,13.825,13.825,0,0,3.85,250,462.5
2023-05-30,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.5,0,250,462.5
2023-05-30,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2023-05-30,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2023-05-30,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-05-30,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.37,0,0
2023-05-30,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,0,0
2023-05-30,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.43,10,24.3
2023-05-30,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,150,22.5
2023-05-30,FML,3,1,1.3,1.3,1.3,1.3,0,1.3,0,0,0
2023-05-30,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,12,37.8
2023-05-30,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,0,1.65,27,44.55
2023-05-30,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,0,0
2023-05-30,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-05-30,MTNGH,1.3,0.82,1.08,1.08,1.09,1.09,0,1.1,0,250,462.5
2023-05-30,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,250,5
2023-05-30,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,0,0
2023-05-30,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,8,100
2023-05-30,SIC,0.31,0.24,0.24,0.24,0.24,0.24,0,0,0.24,86,20.64
2023-05-30,SOGEGH,1,0.6,0.6,0.6,0.6,0.6,0,0,0.6,100,60
2023-05-30,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-05-30,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-05-30,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,5,59.6
2023-05-30,UNIL,6.08,2.06,6.08,6.08,6.08,6.08,0,0,3.85,0,0
2023-05-30,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-05-30,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-05-30,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-30,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-05-30,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-05-30,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-30,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0.04,0,0
2023-05-30,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2023-05-30,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-29,ACCESS,4.01,4,4,4,4,4,0,0,3.85,28,111.72
2023-05-29,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-29,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-29,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0
2023-05-29,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-29,BOPP,14.11,7.65,13,13,13,13,0,12.649999999999999,3.85,250,462.5
2023-05-29,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.5,0,250,462.5
2023-05-29,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2023-05-29,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,3,0.3
2023-05-29,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2023-05-29,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.37,3,1.2
2023-05-29,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,102,462.5
2023-05-29,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.43,0,0
2023-05-29,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,462.5
2023-05-29,FML,3,1,1.3,1.3,1.3,1.3,0,1.3,0,250,462.5
2023-05-29,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,250,462.5
2023-05-29,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,0,1.65,0,0
2023-05-29,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,101,166.65
2023-05-29,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-05-29,MTNGH,1.3,0.82,1.1,1.1,1.08,1.08,0,1.08,0,250,462.5
2023-05-29,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,250,20
2023-05-29,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,0,0
2023-05-29,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,12.5,0,0,0
2023-05-29,SIC,0.31,0.24,0.25,0.25,0.24,0.24,0,0,0.24,250,462.5
2023-05-29,SOGEGH,1,0.6,0.6,0.6,0.6,0.6,0,0,0.6,250,462.5
2023-05-29,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-05-29,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-05-29,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,250,462.5
2023-05-29,UNIL,6.08,2.06,6.08,6.08,6.08,6.08,0,6.08,3.85,0,0
2023-05-29,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-05-29,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-05-29,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-29,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-05-29,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-05-29,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-29,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0.04,0,0
2023-05-29,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2023-05-29,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-26,ACCESS,4.01,4,4,4,4,4,0,0,3.85,10,39.9
2023-05-26,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-26,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-26,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-26,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-26,BOPP,14.11,7.65,13.825,13.825,13,13,0,0,3.85,250,462.5
2023-05-26,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0,0.5,250,462.5
2023-05-26,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0
2023-05-26,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2023-05-26,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-05-26,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.4,0,0
2023-05-26,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,0,0
2023-05-26,EGL,3.2,2.43,2.43,2.43,2.43,2.43,0,0,2.42,250,462.5
2023-05-26,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,462.5
2023-05-26,FML,3,1,1.2,1.2,1.32,1.3,0,1.32,0,250,462.5
2023-05-26,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,5,15.75
2023-05-26,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,0,1.65,250,462.5
2023-05-26,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,15,24.75
2023-05-26,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-05-26,MTNGH,1.3,0.82,1.1,1.1,1.1,1.1,0,1.1,0,250,462.5
2023-05-26,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,0,0
2023-05-26,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,0,0
2023-05-26,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,28,350
2023-05-26,SIC,0.31,0.25,0.25,0.25,0.25,0.25,0,0,0.24,250,126.48
2023-05-26,SOGEGH,1,0.6,0.6,0.6,0.6,0.6,0,0.6,0.66,201,120.6
2023-05-26,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-05-26,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-05-26,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,0,0,0
2023-05-26,UNIL,6.08,2.06,5.8,5.8,6.1,6.08,0,0,3.85,250,462.5
2023-05-26,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-05-26,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-05-26,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,0,0,0
2023-05-26,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-05-26,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-05-26,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-26,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0
2023-05-26,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2023-05-26,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-25,ACCESS,4.01,4,4,4,4,4,0,0,3.85,0,0
2023-05-25,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-25,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-25,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-25,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-25,BOPP,14.11,7.65,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,145,462.5
2023-05-25,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0,0.5,250,462.5
2023-05-25,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0
2023-05-25,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,3,0.3
2023-05-25,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-05-25,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.4,0,0
2023-05-25,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,2,10.8
2023-05-25,EGL,3.2,2.43,2.7,2.7,2.43,2.43,0,0,2.43,250,462.5
2023-05-25,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,45
2023-05-25,FML,3,1,1.1,1.1,1.2,1.2,0,1.2,0,250,462.5
2023-05-25,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,2,6.3
2023-05-25,GGBL,2.05,1.37,1.65,1.65,1.65,1.65,0,1.65,1.8,0,0
2023-05-25,GOIL,1.72,1.64,1.65,1.65,1.65,1.65,0,0,1.65,250,462.5
2023-05-25,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2023-05-25,MTNGH,1.3,0.82,1.1,1.1,1.1,1.1,0,1.08,1.1,250,462.5
2023-05-25,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.02,5,0.1
2023-05-25,RBGH,0.54,0.54,0.54,0.54,0.54,0.54,0,0,0.52,2,1.04
2023-05-25,SCB,14.899999999999999,12.5,12.5,12.5,12.5,12.5,0,11.25,3.85,250,462.5
2023-05-25,SIC,0.31,0.25,0.25,0.25,0.25,0.25,0,0,0.24,0,0
2023-05-25,SOGEGH,1,0.6,0.6,0.6,0.6,0.6,0,0,0.66,0,0
2023-05-25,TBL,0.8200000000000001,0.8,0.82,0.82,0.82,0.82,0,0.85,0,0,0
2023-05-25,TOTAL,6.45,4,6.45,6.45,6.45,6.45,0,6.45,0,0,0
2023-05-25,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,0,0,0
2023-05-25,UNIL,5.8,2.06,5.8,5.8,5.8,5.8,0,0,3.85,0,0
2023-05-25,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0,0,0,0
2023-05-25,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2023-05-25,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,0,0,0
2023-05-25,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2023-05-25,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,0,0.11,0,0
2023-05-25,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-25,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0
2023-05-25,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2023-05-25,POP,0.6799999999999999,0.68,0.68,0.68,0.68,0.68,0,0,0.68,0,0
2023-05-24,ACCESS,4.01,4,4,4,4,4,0,0,3.85,51,203.49
2023-05-24,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,0,3.85,0,0
2023-05-24,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2023-05-24,ALW,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2023-05-24,ASG,8.870000000000001,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0
2023-05-24,BOPP,14.11,7.65,13.825,13.825,13.825,13.825,0,0,3.85,10,141.1
2023-05-24,CAL,0.65,0.5,0.5,0.5,0.5,0.5,0,0.49,0.5,250,462.5
2023-05-24,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0
2023-05-24,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2023-05-24,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2023-05-24,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0.4,2,0.8
2023-05-24,EGH,6.64,5.4,5.4,5.4,5.4,5.4,0,4.87,3.85,62,334.8
2023-05-24,EGL,3.2,2.7,2.7,2.7,2.7,2.7,0,0,2.7,250,462.5
2023-05-24,ETI,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0,0,0.15,250,462.5
2023-05-24,FML,3,1,1,1,1.1,1.1,0,1.1,0,250,462.5
2023-05-24,GCB,3.94,3.15,3.15,3.15,3.15,3.15,0,0,3.15,2,6.3
